I_0(A),T_off(ns),E_off(uJ),dv/dt(V/ns),di/dt(A/ns),Vds_ov(V)
5.0,79.34767744196625,0.09773364413719038,12.896330077056524,0.10295304942748369,893.6381789854471
10.0,52.255718435054426,0.4877397007815073,24.176020803098016,0.9494278215905018,873.3393147422163
15.0,38.82960210824801,1.8452434270908937,35.93349034328298,1.4195826647569074,893.0361355482464
20.0,35.54718376902305,7.637263313185698,45.26726676105503,1.9757806269125544,946.3152675953479
25.0,33.518700009079765,22.031266231402476,52.32398945938587,1.8989531300073683,974.8328970262104
