I_0(A),T_off(ns),E_off(uJ),dv/dt(V/ns),di/dt(A/ns),Vds_ov(V)
5.0,85.96451743826425,0.11490048101998232,12.380049222870664,0.2004124835839855,844.5366609923058
10.0,53.87454947376501,0.5837718582535673,23.7849934480589,0.8450027885363537,871.0457039151463
15.0,41.414544752368585,3.8043099933871147,33.970758618218106,1.0296625193242452,874.635701490609
20.0,38.365860602243956,16.120960399952953,41.29789624938886,1.2101698413219362,911.4766203356988
25.0,38.99799801682569,54.3415868580783,44.99783107565038,1.3134752588987524,932.0447327749226
