I_0(A),T_off(ns),E_off(uJ),dv/dt(V/ns),di/dt(A/ns),Vds_ov(V)
5.0,25.257540327933643,0.9447461420980491,66.86014371808646,0.3716464880051908,832.8070147352121
7.5,21.729572158650402,3.041454057724755,88.09659471504301,0.8418240583043521,866.0045298606736
10.0,21.05962032350181,9.203647092209176,100.22340594937118,1.0584331566099268,903.1223246431719
12.5,21.743285593533052,19.737664132392354,105.31321351596812,1.1735807876472364,915.0862398170481
15.0,22.54523816669255,33.55665745817137,108.99867247472484,1.2578996046493727,922.8566590268354
