I_0(A),T_off(ns),E_off(uJ),dv/dt(V/ns),di/dt(A/ns),Vds_ov(V)
5.0,56.703731558816855,0.11941902966408671,22.546281940360178,0.625231498166598,849.5632478345856
17.925,38.20478396058477,46.85517751715551,54.4508423012942,1.4950860363484229,941.4357111074506
30.85,42.74395574556056,210.5321236706938,59.35752144646874,1.6374460697477844,953.0978335636744
43.775000000000006,47.60822376091505,453.6495052500891,62.64848256220422,1.724522864967991,961.9664430615169
56.7,52.54055826405736,776.1909307655718,65.4176023570764,1.7872563008306934,969.4341259803792
