I_0(A),T_off(ns),E_off(uJ),dv/dt(V/ns),di/dt(A/ns)
5.0,69.74294585139758,0.13128803272158648,17.372591469310915,-0.018534495582193975
10.0,43.19151893138731,0.6975137954385199,32.53109199272698,0.18243265727872487
15.0,34.007086242117026,4.503873864309426,48.35357519929107,1.7016084751367107
20.0,32.30552537091604,20.274746629565072,57.10558403770264,1.6623517532351935
25.0,32.54921356689198,52.74669150357532,61.91121429655718,1.8414168120135332
